mission_status,title,launch_time,description,article_link,location,videos,rocket_data.rocket_name,rocket_data.image_url,rocket_data.image_credit,rocket_data.status,rocket_data.payload_to_leo,rocket_data.stages,rocket_data.strap-ons,rocket_data.rocket_height,rocket_data.fairing_diameter,rocket_data.rocket_details_link,rocket_data.rocket_id,rocket_data.payload_to_gto,rocket_data.price,rocket_data.liftoff_thrust,rocket_data.fairing_height,mission_data.title,mission_data.description,mission_data.orbit,mission_data.payloads,mission_data.total_mass
,Project Kuiper,NET 2025,The launch contract with Blue Origin for the deployment of the Kuiper constellation consists of 12 launches and the possibility of 15 optional launches.,,"LC-36, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},New Glenn,https://storage.googleapis.com/nextspaceflight/media/rockets/New_Glenn.webp,Image Credit: Blue Origin,Planned,"45,000 kg",2,0,98.0 m,7.0 m,/rockets/67,67,"13,000 kg",,"17,150 kN",21.9 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,The launch contract with Blue Origin for the deployment of the Kuiper constellation consists of 12 launches and the possibility of 15 optional launches.,,"LC-36, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},New Glenn,https://storage.googleapis.com/nextspaceflight/media/rockets/New_Glenn.webp,Image Credit: Blue Origin,Planned,"45,000 kg",2,0,98.0 m,7.0 m,/rockets/67,67,"13,000 kg",,"17,150 kN",21.9 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"27,200 kg",2,6,63.3 m,5.4 m,/rockets/70,70,"14,500 kg",,"17,056 kN",21.3 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,425 Project Flight 4,NET 2025,,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,425 Project Flight 4,"Launch of the fourth satellite in a contract of 5 reconnaissance satellites for the South Korean Defense Acquisition Program Administration (DAPA), with 1 satellite featuring an electro-optical infrared (EO/IR) telescope. The other 4 synthetic aperture radar (SAR) satellites are to be launched at a later date.",Sun-Synchronous Orbit,1,800.0 kg
,425 Project Flight 5,NET 2025,,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,425 Project Flight 5,"Launch of the fifth satellite in a contract of 5 reconnaissance satellites for the South Korean Defense Acquisition Program Administration (DAPA), with 1 satellite featuring an electro-optical infrared (EO/IR) telescope. The other 4 synthetic aperture radar (SAR) satellites are to be launched at a later date.",Sun-Synchronous Orbit,1,800.0 kg
,Optus-11,NET 2025,,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,Optus-11,"Optus-11 is a Ku-band communications satellite with a coverage zone encompassing Australia and New Zealand, based on Airbus Space’s new standard OneSat product line.",Geostationary Transfer Orbit,1,"3,000.0 kg"
,GaganYaan Demo Flight 3,NET 2025,,,"Second Launch Pad, Satish Dhawan Space Centre, India",,LVM-3,https://storage.googleapis.com/nextspaceflight/media/rockets/LVM-3.webp,Image Credit: ISRO,Active,"10,000 kg",3,2,43.4 m,5.0 m,/rockets/178,178,"4,000 kg",$62.0 million,"11,898 kN",,GaganYaan Demo Flight 3,The mission is the third uncrewed test flight of ISRO's GaganYaan human-rated capsule into orbit.,Low Earth Orbit,1,
,Griffin Mission One,"NET 4th Quarter, 2025",,,"LC-39A, Kennedy Space Center, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon Heavy,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon%20Heavy%20Block%205.webp,Image Credit: SpaceX,Active,"63,800 kg",2,2,70.0 m,5.2 m,/rockets/104,104,"26,700 kg",$97.0 million,"22,819 kN",13.0 m,Griffin Mission One,Astrobotic's Griffin lander is a lunar lander contracted by NASA as part of the Commercial Lunar Payloads Services (CLPS) program. Multiple scientific payloads will likely be included on Griffin's exterior. VIPER was previously planned as a primary payload on the Griffin lander before the VIPER project was discontinued.,,,
,PRISM (IM-3),"NET 4th Quarter, 2025",,,"LC-39A, Kennedy Space Center, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,PRISM (IM-3),"The IM-3 mission includes a Nova-C class lander to land 130kg of payloads on the lunar surface. It also has excess capacity on the launch vehicle that accommodates 1000kg of payloads on a rideshare dispenser ring that deploys into a lunar transfer orbit. Intuitive Machines’ “rideshare” option puts customers in a high-energy orbit to efficiently proceed to lunar capture, redirect to points elsewhere in high Earth orbit, or depart for destinations in the solar system.",,1,
,CHORUS,"NET 4th Quarter, 2025",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,CHORUS,"CHORUS is MDA's next generation Earth observation constellation, consisting of 2 radar satellites (, C-band SAR and X-band SAR), in a 53.5 degree 600 km altitude LEO, with the X-band trailing the C-band by 60 minutes. A collaborative multi-sensor constellation, CHORUS will bring together diverse and unique imagery and data sources and provide a new level of near real-time insight and innovative Earth observation services. Operating in a unique mid-inclination orbit, CHORUS will be able to image day or night, regardless of weather conditions, with daily access of up to 95% of the coverage area. From an industry-leading 700km-wide imaging swath down to sub-metre high resolution, CHORUS will provide the most extensive and unrivalled Earth observation radar imaging capacity available on the market in a single mission.",Low Earth Orbit,2,
,SSMS n°10,NET 2025,,,"ELV, Guiana Space Centre, French Guiana, France",,Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,"2,300 kg",4,0,35.0 m,3.3 m,/rockets/31,31,,,"4,500 kN",9.0 m,SSMS n°05,Share-ride mission of commercial satellites under the Arianespace Small Spacecraft Mission Service (SSMS).,Sun-Synchronous Orbit,,
,SSMS n°06,NET 2025,,,"ELV, Guiana Space Centre, French Guiana, France",,Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,"2,300 kg",4,0,35.0 m,3.3 m,/rockets/31,31,,,"4,500 kN",9.0 m,SSMS n°06,"Rideshare mission, payload details to be confirmed",,,
,SSMS n°08,NET 2025,,,"ELV, Guiana Space Centre, French Guiana, France",,Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,"2,300 kg",4,0,35.0 m,3.3 m,/rockets/31,31,,,"4,500 kN",9.0 m,SSMS n°08,"Rideshare mission, payload details to be confirmed",,,
,SpaceBelt,NET 2025,,,"ELV, Guiana Space Centre, French Guiana, France",,Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,"2,300 kg",4,0,35.0 m,3.3 m,/rockets/31,31,,,"4,500 kN",9.0 m,SpaceBelt,SpaceBelt is a planned constellation of space-based cloud storage data centers.,Low Earth Orbit,10,"2,350.0 kg"
,GaganYaan Demo Flight 2,NET 2025,,,"Second Launch Pad, Satish Dhawan Space Centre, India",,LVM-3,https://storage.googleapis.com/nextspaceflight/media/rockets/LVM-3.webp,Image Credit: ISRO,Active,"10,000 kg",3,2,43.4 m,5.0 m,/rockets/178,178,"4,000 kg",$62.0 million,"11,898 kN",,GaganYaan Demo Flight 2,The mission is the second uncrewed test flight of ISRO's GaganYaan human-rated capsule into orbit.,Low Earth Orbit,1,
,GaganYaan Demo Flight 1,NET 2025,First orbital flight of the GaganYaan spacecraft. First flight of the GSLV Mark III with an escape tower.,,"Second Launch Pad, Satish Dhawan Space Centre, India",,LVM-3,https://storage.googleapis.com/nextspaceflight/media/rockets/LVM-3.webp,Image Credit: ISRO,Active,"10,000 kg",3,2,43.4 m,5.0 m,/rockets/178,178,"4,000 kg",$62.0 million,"11,898 kN",,GaganYaan Demo Flight 1,An uncrewed orbital test flight of ISRO's human-rated GaganYaan capsule.,Low Earth Orbit,1,
,BIOMASS,NET 2025,,,"ELV, Guiana Space Centre, French Guiana, France",,Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,"2,300 kg",4,0,35.0 m,3.3 m,/rockets/31,31,,,"4,500 kN",9.0 m,BIOMASS,ESA’s Earth Observation Programme Board has selected Biomass in May 2013 to become the seventh Earth Explorer mission. The innovative satellite aims to map and monitor one of Earth’s most precious resources.,Sun-Synchronous Orbit,1,"1,170.0 kg"
,CRS SNC-3,NET 2025,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC4L,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC4L.webp,Image Credit: ULA,Planned,"24,600 kg",2,4,63.3 m,5.4 m,/rockets/70,70,"11,693 kg",,"13,006 kN",21.3 m,CRS SNC-3,The Dream Chaser Cargo System is an American reusable spaceplane being developed by Sierra Nevada Corporation (SNC) Space Systems. The Dream Chaser is designed to resupply the International Space Station with both pressurized and unpressurized cargo. The vehicle will launch vertically and autonomously land horizontally on conventional runways.,Low Earth Orbit,1,
