name,image_url,status,price,liftoff_thrust,payload_to_leo,payload_to_gto,stages,strap-ons,rocket_height,fairing_diameter,fairing_height,rocket_id
Proton-K/Block D-1,https://storage.googleapis.com/nextspaceflight/media/rockets/Proton_K-D-1_WxLufga.webp,Retired,,"9,468 kN","19,000 kg","9,000 kg",4.0,0.0,56.14 m,3.9 m,10.4 m,133
Proton-K/Block D-2,https://storage.googleapis.com/nextspaceflight/media/rockets/Proton_K-D-2.webp,Retired,,"9,548 kN","19,000 kg","9,000 kg",4.0,0.0,56.14 m,3.9 m,10.4 m,133
Proton-K/Block-DM,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,"9,195 kN","19,000 kg","2,200 kg",4.0,0.0,56.14 m,3.9 m,8.9 m,133
Proton-K/Block DM-1,https://storage.googleapis.com/nextspaceflight/media/rockets/file_B6mseVy.webp,Retired,,"9,468 kN","19,000 kg","2,200 kg",4.0,0.0,57.24 m,3.9 m,7.65 m,133
Proton K/Block-DM-2,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,"9,548 kN","19,000 kg","2,400 kg",4.0,0.0,57.64 m,4.35 m,10.4 m,133
Proton-K/Block-DM2,https://storage.googleapis.com/nextspaceflight/media/rockets/Proton_K-DM-2.webp,Retired,,"9,548 kN","19,000 kg","2,500 kg",4.0,0.0,56.14 m,3.9 m,8.9 m,133
Proton-K/Block DM-2M,https://storage.googleapis.com/nextspaceflight/media/rockets/Proton_K-DM-2M_khbjDCG.webp,Retired,,"9,548 kN","19,000 kg","2,500 kg",4.0,0.0,57.64 m,4.35 m,10.4 m,133
Proton-K/Block DM-3,https://storage.googleapis.com/nextspaceflight/media/rockets/Proton_K-DM-3.webp,Retired,,"9,548 kN","19,000 kg","2,500 kg",4.0,0.0,57.64 m,4.35 m,10.4 m,133
Proton-K/Block DM-4,https://storage.googleapis.com/nextspaceflight/media/rockets/Proton_K-DM-4.webp,Retired,,"9,548 kN","19,000 kg","2,500 kg",4.0,0.0,57.64 m,4.35 m,10.4 m,133
Proton-K/Block DM-5,https://storage.googleapis.com/nextspaceflight/media/rockets/Proton_K-DM-5.webp,Retired,,"9,548 kN","19,000 kg","2,500 kg",4.0,0.0,57.64 m,4.35 m,10.4 m,133
Proton-K/Briz-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Proton_K-Briz-M.webp,Retired,,"9,548 kN","19,000 kg","2,200 kg",4.0,0.0,54.54 m,4.35 m,13.2 m,133
Proton-M,https://storage.googleapis.com/nextspaceflight/media/rockets/E6fIhl0XsAEbiYt.webp,Active,$65.0 million,"10,027 kN","23,700 kg",0 kg,3.0,0.0,57.24 m,4.35 m,15.26 m,40
Proton-M/Briz-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Proton_M_Briz_M.webp,Active,$65.0 million,"10,027 kN","21,000 kg","6,900 kg",4.0,0.0,58.18 m,4.35 m,15.26 m,40
Proton-M/DM-2,https://storage.googleapis.com/nextspaceflight/media/rockets/Proton_M-DM-2.webp,Active,$65.0 million,"10,027 kN","21,000 kg","6,000 kg",4.0,0.0,57.24 m,4.35 m,10.0 m,40
Proton-M/DM-3,https://storage.googleapis.com/nextspaceflight/media/rockets/proton-mdm-03.webp,Active,$65.0 million,"10,027 kN","21,000 kg","6,000 kg",4.0,0.0,57.24 m,4.35 m,10.0 m,40
PSLV-CA,https://storage.googleapis.com/nextspaceflight/media/rockets/PSLV_CA.webp,Active,$21.0 million,"4,847 kN",,,4.0,0.0,44.0 m,3.2 m,8.3 m,34
PSLV-DL,https://storage.googleapis.com/nextspaceflight/media/rockets/pslv-dl.webp,Active,,"5,867 kN",,,4.0,2.0,44.0 m,3.2 m,8.3 m,34
PSLV-G,https://storage.googleapis.com/nextspaceflight/media/rockets/PSLV_G.webp,Retired,$25.0 million,"6,887 kN","3,250 kg","1,410 kg",4.0,6.0,44.5 m,3.2 m,8.3 m,34
PSLV-QL,https://storage.googleapis.com/nextspaceflight/media/rockets/pslv-ql.webp,Active,$21.0 million,"7,661 kN",,,4.0,4.0,44.0 m,3.2 m,8.3 m,34
PSLV-XL,https://storage.googleapis.com/nextspaceflight/media/rockets/PSLV_XL.webp,Active,$31.0 million,"7,661 kN","3,250 kg","1,410 kg",4.0,6.0,44.0 m,3.2 m,8.3 m,34
Qaem 100,https://storage.googleapis.com/nextspaceflight/media/rockets/Qaem_100.webp,Active,,,80 kg,0 kg,3.0,0.0,,,,296
Qased,https://storage.googleapis.com/nextspaceflight/media/rockets/Qased.webp,Active,,280 kN,80 kg,0 kg,3.0,0.0,18.6 m,1.0 m,2.6 m,231
R-36 Orb,https://storage.googleapis.com/nextspaceflight/media/rockets/Tsyklon.webp,Retired,,"2,650 kN","3,350 kg",0 kg,2.0,0.0,31.95 m,2.0 m,3.0 m,83
Redstone Sparta,https://storage.googleapis.com/nextspaceflight/media/rockets/redstone_sparta.webp,Retired,,350 kN,45 kg,,3.0,0.0,21.0 m,,,151
RFA One,https://storage.googleapis.com/nextspaceflight/media/rockets/RFA_One.webp,Planned,,,"1,300 kg",450 kg,3.0,0.0,30.0 m,,,258
Rocket 3,https://storage.googleapis.com/nextspaceflight/media/rockets/22.03.15-LV0009-Launch-Kodiak-Kenniston_16-1.webp,Retired,$2.5 million,133 kN,204 kg,0 kg,2.0,0.0,11.6 m,,,223
Rocket 4,https://storage.googleapis.com/nextspaceflight/media/rockets/Rocket_4.webp,Planned,$5.0 million,356 kN,600 kg,,2.0,0.0,18.9 m,1.7 m,3.4 m,283
Rokot/Briz K,https://storage.googleapis.com/nextspaceflight/media/rockets/Rokot-K.webp,Retired,,"1,875 kN","1,500 kg",0 kg,3.0,0.0,25.5 m,2.5 m,3.0 m,37
Rokot/Briz KM,https://storage.googleapis.com/nextspaceflight/media/rockets/Rokot-KM.webp,Retired,$13.0 million,"1,875 kN","2,150 kg",0 kg,3.0,0.0,29.1 m,2.62 m,6.74 m,37
Rokot-M/Briz KM-2,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Planned,$12.0 million,"1,875 kN","2,300 kg",0 kg,3.0,0.0,29.1 m,2.62 m,6.74 m,37
RS1 Block 1,https://storage.googleapis.com/nextspaceflight/media/rockets/RS1.webp,Retired,$12.0 million,485 kN,"1,350 kg",320 kg,2.0,0.0,26.8 m,2.0 m,,259
RS1 Block 2,https://storage.googleapis.com/nextspaceflight/media/rockets/rs1_block2.webp,Planned,$12.0 million,582 kN,,,2.0,0.0,,2.0 m,,259
Safir-1,https://storage.googleapis.com/nextspaceflight/media/rockets/Untitled_drawing_18.webp,Retired,,284 kN,30 kg,0 kg,2.0,0.0,22.6 m,1.25 m,2.0 m,60
Safir-1A,https://storage.googleapis.com/nextspaceflight/media/rockets/SaFIR-1a.webp,Retired,,298 kN,50 kg,0 kg,2.0,0.0,22.6 m,1.25 m,2.0 m,60
Safir-1B,https://storage.googleapis.com/nextspaceflight/media/rockets/Safir-1B.webp,Retired,,298 kN,50 kg,0 kg,2.0,0.0,22.6 m,1.25 m,2.0 m,60
Safir-1B+,https://storage.googleapis.com/nextspaceflight/media/rockets/Safir-1B_ASaYdEe.webp,Active,,334 kN,50 kg,0 kg,2.0,0.0,22.6 m,1.25 m,2.0 m,60
Saturn I Block I,https://storage.googleapis.com/nextspaceflight/media/rockets/800px-Saturn_SA2_launch.webp,Retired,,"6,700 kN",0 kg,,1.0,,55.0 m,,,29
Saturn I Block II,https://storage.googleapis.com/nextspaceflight/media/rockets/Saturn_1.webp,Retired,,"6,700 kN","9,070 kg",,2.0,0.0,55.0 m,,,29
Saturn IB,https://storage.googleapis.com/nextspaceflight/media/rockets/Saturn_IB.webp,Retired,,"7,100 kN","21,000 kg",,2.0,0.0,43.2 m,,,152
Saturn V,https://storage.googleapis.com/nextspaceflight/media/rockets/Saturn_V.webp,Retired,"$1,160.0 million","35,100 kN","140,000 kg",,3.0,0.0,110.6 m,,,153
Scout A,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,4.0,0.0,,,,230
Scout A1,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,122 kg,,4.0,0.0,,,,230
Scout B,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,622 kN,143 kg,0 kg,4.0,0.0,21.0 m,,,230
Scout B1,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,622 kN,129 kg,0 kg,4.0,0.0,21.0 m,,,230
Scout D1,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,622 kN,185 kg,0 kg,4.0,0.0,21.0 m,,,230
Scout E1,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,5.0,0.0,,,,230
Scout F1,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,622 kN,193 kg,0 kg,4.0,0.0,21.0 m,,,230
Scout G1,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,622 kN,210 kg,0 kg,4.0,0.0,21.0 m,,,230
Scout X-1,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,4.0,,25.0 m,,,230
Scout X-2,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,440 kN,76 kg,,4.0,,25.0 m,,,230
Scout X-2B,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,4.0,,22.0 m,,,230
Scout X-2M,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,440 kN,,,4.0,,22.0 m,,,230
Scout X-3,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,87 kg,,4.0,0.0,,,,230
Scout X-3M,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,4.0,,22.0 m,,,230
Scout X-4,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,103 kg,,4.0,,25.0 m,,,230
Shavit,https://storage.googleapis.com/nextspaceflight/media/rockets/Shavit.webp,Retired,,413 kN,160 kg,,3.0,0.0,18.0 m,1.3 m,4.37 m,75
Shavit 1,https://storage.googleapis.com/nextspaceflight/media/rockets/6d1014f4-682b-4720-818a-615f754e923d_1.ee2acf1cc97d6ac3258af5453afac656_jsJD7Of.webp,Retired,,554 kN,225 kg,,3.0,0.0,20.0 m,1.35 m,4.37 m,75
Shavit 2,https://storage.googleapis.com/nextspaceflight/media/rockets/Shavit-2.webp,Active,,554 kN,350 kg,,3.0,0.0,22.0 m,1.35 m,4.37 m,75
Shtil',https://storage.googleapis.com/nextspaceflight/media/rockets/Shtil.webp,Retired,,807 kN,220 kg,0 kg,3.0,0.0,14.8 m,0.5 m,1.0 m,72
Simorgh,https://storage.googleapis.com/nextspaceflight/media/rockets/Simorgh.webp,Active,,"1,333 kN",350 kg,0 kg,3.0,0.0,26.5 m,1.5 m,3.2 m,48
Skyrora XL,https://storage.googleapis.com/nextspaceflight/media/rockets/Skyrora_XL.webp,Planned,,,,,,,22.7 m,,,299
SLS Block 1,https://storage.googleapis.com/nextspaceflight/media/rockets/SLS_Block_1.webp,Active,$876.0 million,"39,440 kN","95,000 kg",,2.0,2.0,98.1 m,5.1 m,14.3 m,5
SLS Block 1B,https://storage.googleapis.com/nextspaceflight/media/rockets/SLS_Block_1B.webp,Planned,$876.0 million,"39,440 kN","105,000 kg",,2.0,2.0,111.0 m,,,5
SLV-3,https://storage.googleapis.com/nextspaceflight/media/rockets/SLV-3.webp,Retired,,503 kN,40 kg,,4.0,0.0,22.0 m,1.0 m,,32
SM-65B Atlas,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas-B.webp,Retired,,"1,600 kN",70 kg,,2.0,0.0,26.0 m,,,173
South Korean ADD Solid-Fuel SLV,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Planned,,,500 kg,,4.0,,,,,292
South Korean ADD Solid-Fuel SLV (3 stage),https://storage.googleapis.com/nextspaceflight/media/rockets/South_Korean_ADD_Solid-Fuel_SLV_3_stage.webp,Active,,,100 kg,,3.0,,,,,292
Soyuz,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz.webp,Retired,,"4,456 kN","6,640 kg",0 kg,3.0,4.0,48.47 m,3.0 m,12.8 m,194
Soyuz 2.1a,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Crew.webp,Active,$17.42 million,"4,550 kN","7,500 kg",0 kg,3.0,4.0,51.38 m,4.11 m,15.59 m,141
Soyuz 2.1a/Fregat,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Fregat_rocket.webp,Active,$23.0 million,"4,550 kN","7,020 kg","2,810 kg",4.0,4.0,46.94 m,4.11 m,10.2 m,141
Soyuz 2.1a/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Fregat-M.webp,Active,$23.0 million,"4,550 kN","7,020 kg","2,810 kg",4.0,4.0,46.94 m,4.11 m,10.2 m,141
Soyuz 2.1a/Volga,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Volga.webp,Active,$23.0 million,"4,550 kN","7,020 kg","2,000 kg",4.0,4.0,46.94 m,4.11 m,10.2 m,141
Soyuz ST-A/Fregat,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_ST-A_Fregat.webp,Active,$30.0 million,"4,317 kN","8,500 kg","2,810 kg",4.0,4.0,46.94 m,4.11 m,11.43 m,141
Soyuz ST-A/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_ST-A_Fregat-M_rocket.webp,Active,$30.0 million,"4,317 kN","8,500 kg","3,000 kg",4.0,4.0,46.94 m,4.11 m,11.43 m,141
Soyuz 2.1b,https://storage.googleapis.com/nextspaceflight/media/rockets/soyuz_2.1b.webp,Active,$20.0 million,"4,550 kN","8,020 kg",0 kg,3.0,4.0,44.08 m,4.11 m,8.36 m,142
Soyuz 2.1b/Fregat,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1b_Fregat_rocket.webp,Active,$25.0 million,"4,550 kN","7,500 kg","3,000 kg",4.0,4.0,46.94 m,4.11 m,11.43 m,142
Soyuz 2.1b/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1b-Fregat-M.webp,Active,$25.0 million,"4,550 kN","7,500 kg","3,250 kg",4.0,4.0,46.94 m,4.11 m,11.43 m,142
Soyuz ST-B/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_ST-B_Fregat-M.webp,Active,$30.0 million,"4,317 kN","9,000 kg","3,100 kg",4.0,4.0,46.94 m,4.11 m,11.43 m,142
Soyuz ST-B/Fregat-MT,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_ST-B_Fregat-MT.webp,Active,$30.0 million,"4,317 kN","9,000 kg","3,250 kg",4.0,4.0,46.94 m,4.11 m,11.43 m,142
Soyuz 2.1v,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1v_rocket.webp,Active,,"1,535 kN","3,000 kg",0 kg,2.0,0.0,44.08 m,3.0 m,8.36 m,143
Soyuz 2.1v/Volga,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1v_Volga_rocket.webp,Active,,"1,535 kN","2,850 kg",0 kg,3.0,0.0,44.08 m,3.0 m,8.36 m,143
Soyuz 5,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Planned,,"7,260 kN","17,000 kg","5,000 kg",2.0,0.0,63.7 m,4.1 m,10.4 m,216
Soyuz 5/Fregat-SBU,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Planned,,"7,260 kN","17,000 kg","5,000 kg",3.0,0.0,63.7 m,4.1 m,10.4 m,216
Soyuz FG,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_FG.webp,Retired,,"4,550 kN","7,300 kg",0 kg,3.0,4.0,51.32 m,3.0 m,15.59 m,144
Soyuz FG/Fregat,https://storage.googleapis.com/nextspaceflight/media/rockets/6d1014f4-682b-4720-818a-615f754e923d_1.ee2acf1cc97d6ac3258af5453afac656_D1i6Sut.webp,Retired,,"4,550 kN","7,300 kg","1,800 kg",4.0,4.0,43.5 m,3.0 m,8.1 m,144
Soyuz L,https://storage.googleapis.com/nextspaceflight/media/rockets/6d1014f4-682b-4720-818a-615f754e923d_1.ee2acf1cc97d6ac3258af5453afac656_u3borgI.webp,Retired,,"4,054 kN","5,500 kg",0 kg,3.0,4.0,48.0 m,5.0 m,7.8 m,195
Soyuz M,https://storage.googleapis.com/nextspaceflight/media/rockets/6d1014f4-682b-4720-818a-615f754e923d_1.ee2acf1cc97d6ac3258af5453afac656_ILuaFGG.webp,Retired,,995 kN,"6,600 kg",0 kg,3.0,4.0,47.8 m,3.0 m,7.2 m,196
Soyuz U,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_U.webp,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3.0,4.0,51.32 m,3.0 m,15.59 m,145
Soyuz U2,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz-U2.webp,Retired,$40.0 million,"4,693 kN","7,150 kg",0 kg,3.0,4.0,51.32 m,3.0 m,15.59 m,145
Soyuz U/Fregat,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz-U_-_Fregat.webp,Retired,$28.0 million,"4,456 kN","6,860 kg","1,400 kg",4.0,4.0,43.1 m,3.0 m,7.7 m,145
Soyuz U/Ikar,https://storage.googleapis.com/nextspaceflight/media/rockets/6d1014f4-682b-4720-818a-615f754e923d_1.ee2acf1cc97d6ac3258af5453afac656_Ypf2w8r.webp,Retired,$28.0 million,"4,456 kN","6,860 kg","1,000 kg",4.0,4.0,43.58 m,3.0 m,7.86 m,145
Space Shuttle Atlantis,https://storage.googleapis.com/nextspaceflight/media/rockets/Space_Shuttle_Atlantis.webp,Retired,$450.0 million,"30,250 kN","27,500 kg","3,810 kg",2.0,2.0,56.1 m,,,36
Space Shuttle Challenger,https://storage.googleapis.com/nextspaceflight/media/rockets/Space_Shuttle_Challenger_iicKLQ1.webp,Retired,$450.0 million,"30,250 kN","27,500 kg","3,810 kg",2.0,2.0,56.1 m,,,36
Space Shuttle Columbia,https://storage.googleapis.com/nextspaceflight/media/rockets/Space_Shuttle_Columbia.webp,Retired,$450.0 million,"30,250 kN","27,500 kg","3,810 kg",2.0,2.0,56.1 m,,,36
Space Shuttle Discovery,https://storage.googleapis.com/nextspaceflight/media/rockets/Space_Shuttle_Discovery.webp,Retired,$450.0 million,"30,250 kN","27,500 kg","3,810 kg",2.0,2.0,56.1 m,,,36
Space Shuttle Endeavour,https://storage.googleapis.com/nextspaceflight/media/rockets/Space_Shuttle_Endeavour.webp,Retired,$450.0 million,"30,250 kN","27,500 kg","3,810 kg",2.0,2.0,56.1 m,,,36
Spectrum,https://storage.googleapis.com/nextspaceflight/media/rockets/Spectrum.webp,Planned,,675 kN,"1,000 kg",,2.0,0.0,28.0 m,2.0 m,,257
Sputnik 8A91,https://storage.googleapis.com/nextspaceflight/media/rockets/Sputnik_8A91.webp,Retired,,"4,457 kN","1,330 kg",0 kg,2.0,4.0,30.41 m,3.0 m,4.21 m,146
Sputnik 8K71PS,https://storage.googleapis.com/nextspaceflight/media/rockets/Sputnik_8K74PS.webp,Retired,,"4,457 kN",510 kg,0 kg,2.0,4.0,30.2 m,2.95 m,4.0 m,147
SS-520,https://storage.googleapis.com/nextspaceflight/media/rockets/n-rocket-a-20171114.webp,Retired,,,4 kg,,3.0,0.0,9.54 m,0.52 m,,79
SSLV,https://storage.googleapis.com/nextspaceflight/media/rockets/SSLV.webp,Active,,,500 kg,,4.0,0.0,34.0 m,2.0 m,,47
Cargo Starship,https://storage.googleapis.com/nextspaceflight/media/rockets/Cargo_Starship.webp,Planned,,"74,432 kN","200,000 kg",,2.0,0.0,121.0 m,9.0 m,,174
Crew Starship,https://storage.googleapis.com/nextspaceflight/media/rockets/Crew_Starship.webp,Planned,,"74,432 kN","200,000 kg",,2.0,0.0,121.0 m,9.0 m,,174
Starship HLS,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Planned,,"74,432 kN","200,000 kg",,2.0,0.0,121.0 m,9.0 m,,174
Starship-Super Heavy (Prototype),https://storage.googleapis.com/nextspaceflight/media/rockets/Starship-Super_Heavy_Prototype.webp,Active,,"74,432 kN",,,2.0,0.0,121.0 m,9.0 m,,174
Tanker Starship,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Planned,,"74,432 kN","200,000 kg",,2.0,0.0,121.0 m,9.0 m,,174
START,https://storage.googleapis.com/nextspaceflight/media/rockets/Start.webp,Retired,,890 kN,850 kg,0 kg,5.0,0.0,28.94 m,1.61 m,4.34 m,156
START-1,https://storage.googleapis.com/nextspaceflight/media/rockets/Start-1.webp,Retired,,890 kN,532 kg,0 kg,4.0,0.0,22.74 m,1.33 m,3.34 m,156
Strela,https://storage.googleapis.com/nextspaceflight/media/rockets/strela.webp,Retired,,"1,870 kN","1,850 kg",0 kg,3.0,0.0,27.36 m,2.5 m,7.6 m,167
Super Strypi,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,$15.0 million,134 kN,250 kg,,3.0,0.0,18.0 m,1.32 m,,206
Taepodong 1,https://storage.googleapis.com/nextspaceflight/media/rockets/Taepodong-1.webp,Retired,,280 kN,20 kg,0 kg,3.0,0.0,24.0 m,0.88 m,3.1 m,74
Terran 1,https://storage.googleapis.com/nextspaceflight/media/rockets/terran_1.webp,Retired,$12.0 million,920 kN,"1,250 kg",,2.0,0.0,33.5 m,2.3 m,,86
Terran R,https://storage.googleapis.com/nextspaceflight/media/rockets/Terran_R.webp,Planned,,"14,919 kN","33,500 kg","5,500 kg",2.0,0.0,82.3 m,5.5 m,,276
Thor DM-18 Able-I,https://storage.googleapis.com/nextspaceflight/media/rockets/Thor_Able_I.webp,Retired,,,120 kg,,3.0,0.0,27.0 m,,,102
Thor DM-18 Able-II,https://storage.googleapis.com/nextspaceflight/media/rockets/spac004692927x800x800.webp,Retired,,,,,3.0,0.0,,,,102
Thor DM-18 Able-III,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,3.0,0.0,,,,102
Thor DM-18 Able-IV,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,3.0,0.0,,,,102
Thor DM-21 Ablestar,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,760 kN,150 kg,,0.0,2.0,29.0 m,,,242
Thor DSV2A Ablestar,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,2.0,0.0,,,,242
Thorad SLV-2G Agena-D,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,"1,571 kN",,,2.0,3.0,31.0 m,,,241
Thor DM-18 Agena-A,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,3.0,0.0,,,,241
Thor DM-21 Agena-B,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,3.0,0.0,,,,241
Thor DM-21 Agena-D,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,3.0,0.0,,,,241
Thor SLV2A Agena-D,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,"1,571 kN",,,2.0,3.0,31.0 m,,,241
Thor LV2D Burner-1I,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,"1,571 kN",,,2.0,3.0,31.0 m,,,262
Thor LV2D Burner-2,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,2.0,3.0,,,,262
Thor LV2F Star-ISS,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,Retired,,,,,2.0,3.0,,,,262
Thor DM-19 Delta,https://storage.googleapis.com/nextspaceflight/media/rockets/spac001645909x800x800.webp,Retired,,,,,0.0,3.0,,,,243
Tianlong 2,https://storage.googleapis.com/nextspaceflight/media/rockets/Tianlong-2.webp,Active,,"1,863 kN","2,000 kg",,3.0,0.0,32.8 m,3.35 m,,287
Tianlong 3,https://storage.googleapis.com/nextspaceflight/media/rockets/Tianlong-3.webp,Planned,,,"17,000 kg",,2.0,,71.0 m,4.2 m,,291
Titan II(23)G,https://storage.googleapis.com/nextspaceflight/media/rockets/titan_23g_rocket_hurtles_above_the_launch_tower.webp,Retired,$35.0 million,"1,900 kN","3,600 kg",,2.0,,42.9 m,3.05 m,9.1 m,55
Titan II GLV,https://storage.googleapis.com/nextspaceflight/media/rockets/Titan_II_GLV.webp,Retired,,"1,913 kN","3,580 kg",,2.0,0.0,33.2 m,,,55
Commercial Titan III,https://storage.googleapis.com/nextspaceflight/media/rockets/Commercial_Titan_III.webp,Retired,$136.6 million,"12,454 kN","14,515 kg",,2.0,2.0,47.0 m,,,260
Titan 34D,https://storage.googleapis.com/nextspaceflight/media/rockets/523px-DF-SC-83-03173_cropped.webp,Retired,,"11,279 kN","14,515 kg","5,000 kg",3.0,2.0,50.0 m,3.05 m,,260
Titan III(23)B,https://storage.googleapis.com/nextspaceflight/media/rockets/Titan_23B.webp,Retired,,"2,300 kN","3,300 kg",,3.0,0.0,45.0 m,1.5 m,,260
Titan III(23)C,https://storage.googleapis.com/nextspaceflight/media/rockets/487px-DF-SC-84-05192_cropped.webp,Retired,,"13,642 kN","13,100 kg","3,000 kg",3.0,2.0,42.0 m,3.0 m,,260
Titan III(24)B,https://storage.googleapis.com/nextspaceflight/media/rockets/titan_24b.webp,Retired,,"2,410 kN","4,000 kg",,3.0,0.0,50.0 m,3.05 m,,260
Titan III(33)B Agena-D,https://storage.googleapis.com/nextspaceflight/media/rockets/titan-333b_agena-d__jumpseat-1__1.webp,Retired,,"2,300 kN",,,3.0,,45.0 m,3.05 m,,260
Titan III(34)B Agena-D,https://storage.googleapis.com/nextspaceflight/media/rockets/Untitled_drawing_17.webp,Retired,,"2,300 kN",,,3.0,,45.0 m,3.05 m,,260
Titan IIIA,https://storage.googleapis.com/nextspaceflight/media/rockets/Titan_IIIA.webp,Retired,$63.23 million,"1,936 kN","3,100 kg",,3.0,0.0,42.0 m,,,260
Titan IIIB,https://storage.googleapis.com/nextspaceflight/media/rockets/FS-7-8_Winter_White.webp,Retired,$59.0 million,"2,300 kN","3,300 kg",,3.0,0.0,45.0 m,1.52 m,,260
Titan IIIC,https://storage.googleapis.com/nextspaceflight/media/rockets/Titan_IIIC.webp,Retired,,"13,642 kN","13,100 kg","3,000 kg",3.0,2.0,42.0 m,3.0 m,,260
Titan IIID,https://storage.googleapis.com/nextspaceflight/media/rockets/Titan_IIID_rocket.webp,Retired,,"10,587 kN","12,300 kg",,2.0,2.0,36.0 m,,,260
Titan IIIE,https://storage.googleapis.com/nextspaceflight/media/rockets/Titan_IIIE.webp,Retired,,"12,769 kN","15,400 kg",,3.0,2.0,48.8 m,,,260
Titan IV(401)A,https://storage.googleapis.com/nextspaceflight/media/rockets/t4k7s.webp,Retired,,"14,200 kN",,,3.0,2.0,63.0 m,5.1 m,,261
Titan IV(401)B,https://storage.googleapis.com/nextspaceflight/media/rockets/PIA01051_hires.webp,Retired,,"15,000 kN",,,3.0,2.0,62.0 m,5.1 m,,261
Titan IV(402)A,https://storage.googleapis.com/nextspaceflight/media/rockets/Untitled_drawing_15.webp,Retired,,"14,200 kN",,"4,944 kg",4.0,2.0,54.0 m,5.1 m,,261
Titan IV(402)B,https://storage.googleapis.com/nextspaceflight/media/rockets/040214launch.webp,Retired,,"15,000 kN",,,4.0,2.0,54.0 m,5.1 m,,261
