mission_status,title,launch_time,description,videos,article_link,location,rocket_data.rocket_name,rocket_data.image_url,rocket_data.image_credit,rocket_data.status,rocket_data.price,rocket_data.liftoff_thrust,rocket_data.payload_to_leo,rocket_data.payload_to_gto,rocket_data.stages,rocket_data.strap-ons,rocket_data.rocket_height,rocket_data.fairing_diameter,rocket_data.fairing_height,rocket_data.rocket_details_link,rocket_data.rocket_id,mission_data.title,mission_data.description,mission_data.payloads,mission_data.total_mass,mission_data.orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC6L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"17,056 kN","27,200 kg","14,500 kg",2,6,63.3 m,5.4 m,21.3 m,/rockets/70,70,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,425 Project Flight 4,NET 2025,,,,"CCSFS/KSC, Florida or VSFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,425 Project Flight 4,"Launch of the fourth satellite in a contract of 5 reconnaissance satellites for the South Korean Defense Acquisition Program Administration (DAPA), with 1 satellite featuring an electro-optical infrared (EO/IR) telescope. The other 4 synthetic aperture radar (SAR) satellites are to be launched at a later date.",1,800.0 kg,Sun-Synchronous Orbit
,425 Project Flight 5,NET 2025,,,,"CCSFS/KSC, Florida or VSFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,425 Project Flight 5,"Launch of the fifth satellite in a contract of 5 reconnaissance satellites for the South Korean Defense Acquisition Program Administration (DAPA), with 1 satellite featuring an electro-optical infrared (EO/IR) telescope. The other 4 synthetic aperture radar (SAR) satellites are to be launched at a later date.",1,800.0 kg,Sun-Synchronous Orbit
,Optus-11,NET 2025,,,,"ELA-4, Guiana Space Centre, French Guiana, France",Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,$106.0 million,"15,370 kN","21,650 kg","11,500 kg",2,4,62.0 m,5.4 m,20.0 m,/rockets/92,92,Optus-11,"Optus-11 is a Ku-band communications satellite with a coverage zone encompassing Australia and New Zealand, based on Airbus Space’s new standard OneSat product line.",1,"3,000.0 kg",Geostationary Transfer Orbit
,GaganYaan Demo Flight 3,NET 2025,,,,"Second Launch Pad, Satish Dhawan Space Centre, India",LVM-3,https://storage.googleapis.com/nextspaceflight/media/rockets/LVM-3.webp,Image Credit: ISRO,Active,$62.0 million,"11,898 kN","10,000 kg","4,000 kg",3,2,43.4 m,5.0 m,,/rockets/178,178,GaganYaan Demo Flight 3,The mission is the third uncrewed test flight of ISRO's GaganYaan human-rated capsule into orbit.,1,,Low Earth Orbit
,Griffin Mission One,"NET 4th Quarter, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"LC-39A, Kennedy Space Center, Florida, USA",Falcon Heavy,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon%20Heavy%20Block%205.webp,Image Credit: SpaceX,Active,$97.0 million,"22,819 kN","63,800 kg","26,700 kg",2,2,70.0 m,5.2 m,13.0 m,/rockets/104,104,Griffin Mission One,Astrobotic's Griffin lander is a lunar lander contracted by NASA as part of the Commercial Lunar Payloads Services (CLPS) program. Multiple scientific payloads will likely be included on Griffin's exterior. VIPER was previously planned as a primary payload on the Griffin lander before the VIPER project was discontinued.,,,
,PRISM (IM-3),"NET 4th Quarter, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"LC-39A, Kennedy Space Center, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,PRISM (IM-3),"The IM-3 mission includes a Nova-C class lander to land 130kg of payloads on the lunar surface. It also has excess capacity on the launch vehicle that accommodates 1000kg of payloads on a rideshare dispenser ring that deploys into a lunar transfer orbit. Intuitive Machines’ “rideshare” option puts customers in a high-energy orbit to efficiently proceed to lunar capture, redirect to points elsewhere in high Earth orbit, or depart for destinations in the solar system.",1,,
,CHORUS,"NET 4th Quarter, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,CHORUS,"CHORUS is MDA's next generation Earth observation constellation, consisting of 2 radar satellites (, C-band SAR and X-band SAR), in a 53.5 degree 600 km altitude LEO, with the X-band trailing the C-band by 60 minutes. A collaborative multi-sensor constellation, CHORUS will bring together diverse and unique imagery and data sources and provide a new level of near real-time insight and innovative Earth observation services. Operating in a unique mid-inclination orbit, CHORUS will be able to image day or night, regardless of weather conditions, with daily access of up to 95% of the coverage area. From an industry-leading 700km-wide imaging swath down to sub-metre high resolution, CHORUS will provide the most extensive and unrivalled Earth observation radar imaging capacity available on the market in a single mission.",2,,Low Earth Orbit
,SSMS n°10,NET 2025,,,,"ELV, Guiana Space Centre, French Guiana, France",Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,,"4,500 kN","2,300 kg",,4,0,35.0 m,3.3 m,9.0 m,/rockets/31,31,SSMS n°05,Share-ride mission of commercial satellites under the Arianespace Small Spacecraft Mission Service (SSMS).,,,Sun-Synchronous Orbit
,SSMS n°06,NET 2025,,,,"ELV, Guiana Space Centre, French Guiana, France",Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,,"4,500 kN","2,300 kg",,4,0,35.0 m,3.3 m,9.0 m,/rockets/31,31,SSMS n°06,"Rideshare mission, payload details to be confirmed",,,
,SSMS n°08,NET 2025,,,,"ELV, Guiana Space Centre, French Guiana, France",Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,,"4,500 kN","2,300 kg",,4,0,35.0 m,3.3 m,9.0 m,/rockets/31,31,SSMS n°08,"Rideshare mission, payload details to be confirmed",,,
,GSAT-7R,NET 2025,,,,"Second Launch Pad, Satish Dhawan Space Centre, India",GSLV Mk II,https://storage.googleapis.com/nextspaceflight/media/rockets/GSLV_Mk_II.webp,Image Credit: ISRO,Active,$47.0 million,"7,887 kN","5,000 kg","2,500 kg",3,4,51.7 m,4.0 m,7.8 m,/rockets/35,35,GSAT-7R,GSAT-7 is an advanced communication satellite built by ISRO to provide wide range of service spectrum from low bit rate voice to high bit rate data communication. GSAT-7 Communication payload is designed to provide communication capabilities to users over a wide oceanic region including the Indian land-mass. The payload configuration is compatible with I-2.5K bus of ISRO. The GSAT-7 payload design includes Multiband communication.,1,"2,650.0 kg",Geostationary Earth Orbit
,EOS-05,NET 2025,,,,"Second Launch Pad, Satish Dhawan Space Centre, India",GSLV Mk II,https://storage.googleapis.com/nextspaceflight/media/rockets/GSLV_Mk_II.webp,Image Credit: ISRO,Active,$47.0 million,"7,887 kN","5,000 kg","2,500 kg",3,4,51.7 m,4.0 m,7.8 m,/rockets/35,35,GISAT-2,GEO Imaging Satellite or GISAT is a planned Indian geo-imaging satellite for providing images quickly during disasters.,1,"2,100.0 kg",Geostationary Transfer Orbit
,HRSAT,NET 2025,,,,"Satish Dhawan Space Centre, India",PSLV-XL,https://storage.googleapis.com/nextspaceflight/media/rockets/PSLV_XL.webp,,Active,$31.0 million,"7,661 kN","3,250 kg","1,410 kg",4,6,44.0 m,3.2 m,8.3 m,/rockets/34,34,HRSAT,HRSAT (High Resolution Satellite) is an Indian satellite constellation consisting of three satellites in a single orbital plane.,3,,Sun-Synchronous Orbit
,SpaceBelt,NET 2025,,,,"ELV, Guiana Space Centre, French Guiana, France",Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,,"4,500 kN","2,300 kg",,4,0,35.0 m,3.3 m,9.0 m,/rockets/31,31,SpaceBelt,SpaceBelt is a planned constellation of space-based cloud storage data centers.,10,"2,350.0 kg",Low Earth Orbit
,GaganYaan Demo Flight 2,NET 2025,,,,"Second Launch Pad, Satish Dhawan Space Centre, India",LVM-3,https://storage.googleapis.com/nextspaceflight/media/rockets/LVM-3.webp,Image Credit: ISRO,Active,$62.0 million,"11,898 kN","10,000 kg","4,000 kg",3,2,43.4 m,5.0 m,,/rockets/178,178,GaganYaan Demo Flight 2,The mission is the second uncrewed test flight of ISRO's GaganYaan human-rated capsule into orbit.,1,,Low Earth Orbit
,BIOMASS,NET 2025,,,,"ELV, Guiana Space Centre, French Guiana, France",Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,,"4,500 kN","2,300 kg",,4,0,35.0 m,3.3 m,9.0 m,/rockets/31,31,BIOMASS,ESA’s Earth Observation Programme Board has selected Biomass in May 2013 to become the seventh Earth Explorer mission. The innovative satellite aims to map and monitor one of Earth’s most precious resources.,1,"1,170.0 kg",Sun-Synchronous Orbit
,Cartosat-3B,NET 2025,,,,"Satish Dhawan Space Centre, India",PSLV-XL,https://storage.googleapis.com/nextspaceflight/media/rockets/PSLV_XL.webp,,Active,$31.0 million,"7,661 kN","3,250 kg","1,410 kg",4,6,44.0 m,3.2 m,8.3 m,/rockets/34,34,Cartosat-3B,"Cartosat-3 are a proposed series of remote sensing satellites from ISRO, which are intended to replace the IRS series. Cartosat-3 is an advanced version of Cartosat-2 series with improved spatial and spectral characteristics. It will have a panchromatic resolution of 0.25 metres and Mx of 1 metre which is a major improvement from the previous payloads in the Cartosat series. Potential uses include weather mapping, cartography, and strategic applications.",1,,Geostationary Earth Orbit
,CRS SNC-2,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC4L,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC4L.webp,Image Credit: ULA,Planned,,"13,006 kN","24,600 kg","11,693 kg",2,4,63.3 m,5.4 m,21.3 m,/rockets/70,70,CRS SNC-2,The Dream Chaser Cargo System is an American reusable spaceplane being developed by Sierra Nevada Corporation (SNC) Space Systems. The Dream Chaser is designed to resupply the International Space Station with both pressurized and unpressurized cargo. The vehicle will launch vertically and autonomously land horizontally on conventional runways.,1,,Low Earth Orbit
,Galileo FOC FM28 & FM31,NET 2025,,,,"ELA-4, Guiana Space Centre, French Guiana, France",Ariane 62,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_62.webp,Image Credit: Arianespace,Active,$88.0 million,"8,370 kN","10,350 kg","4,500 kg",2,2,62.0 m,5.4 m,20.0 m,/rockets/92,92,Galileo FOC FM28 & FM31,"Galileo is the global navigation satellite system (GNSS) that went live in 2016, created by the European Union (EU) through the European GNSS Agency (GSA), headquartered in Prague in the Czech Republic, with two ground operations centers, Oberpfaffenhofen near Munich in Germany and Fucino in Italy. The project is named after the Italian astronomer Galileo Galilei. One of the aims of Galileo is to provide an independent high-precision positioning system so European nations do not have to rely on the U.S. GPS, or the Russian GLONASS systems, which could be disabled or degraded by their operators at any time.",2,"1,466.0 kg",Medium Earth Orbit
,KOMPSAT-6,NET 2025,"The launch of this mission was originally planned with Roscosmos' Angara 1.2 rocket, but the South Korean Ministry of Science cancelled this contract due to sanctions against Russia and signed a launch contract with Arianespace.",,,"ELV, Guiana Space Centre, French Guiana, France",Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,,"4,500 kN","2,300 kg",,4,0,35.0 m,3.3 m,9.0 m,/rockets/31,31,KOMPSAT-6,"KOMPSAT-6 (acronym for KOrean Multi-Purpose SATellite-6), also called Arirang-6 (in Korean 아리랑 6 호), is the sixth South Korean Earth observation satellite in the KOMPSAT series. Its payload consists of a synthetic aperture radar providing images with a resolution power of between 0.5 meters and 20 meters depending on the modes.",1,"1,750.0 kg",Sun-Synchronous Orbit
,Starliner-1,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Atlas V N22,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_N22_rocket.webp,Image Credit: NASA,Active,,"7,152 kN","13,000 kg",,2,2,62.2 m,,,/rockets/25,25,Starliner-1,"Starliner-1 is the first operational crew rotation mission of Boeing's Starliner spacecraft to the International Space Station. The crew will consist of NASA astronauts Scott Tingle as commander, Michael Fincke as pilot and Canadian astronaut Joshua Kutryk. Other crew members are still yet to be announced.",,,Low Earth Orbit
,Demo Flight,NET 2025,First flight of RFA One.,,,"Orbital Launch Pad, Andøya Rocket Range, Nordland, Norway",RFA One,https://storage.googleapis.com/nextspaceflight/media/rockets/RFA_One.webp,Image Credit: RFA,Planned,,,"1,300 kg",450 kg,3,0,30.0 m,,,/rockets/258,258,Demo Flight,First flight of the RFA One launch vehicle. Will carry 7 satellites for various companies and organizations coordinated by the German Aerospace Center (DLR).,7,136.0 kg,Sun-Synchronous Orbit
,NROL-69,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,NROL-69,NROL-69 is a classified mission for the National Reconnaissance Office.,,,
,Project Kuiper,NET 2025,Launch vehicle configuration has not been confirmed.,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Atlas V 551,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_551.webp,Image Credit: ULA,Active,$153.0 million,"12,141 kN","18,850 kg","8,900 kg",2,5,62.2 m,5.4 m,26.5 m,/rockets/25,25,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,Launch vehicle configuration has not been confirmed.,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Atlas V 551,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_551.webp,Image Credit: ULA,Active,$153.0 million,"12,141 kN","18,850 kg","8,900 kg",2,5,62.2 m,5.4 m,26.5 m,/rockets/25,25,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,Launch vehicle configuration has not been confirmed.,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Atlas V 551,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_551.webp,Image Credit: ULA,Active,$153.0 million,"12,141 kN","18,850 kg","8,900 kg",2,5,62.2 m,5.4 m,26.5 m,/rockets/25,25,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
